show_id,type,title,country,release_year,duration,listed_in,description
tt3175798,Movie,Princess Cut,United States,2015,97 min,"romance, drama, crime","A lifelong Carolina farm girl, now in her early 20's, Grace has dreamed all her life of the day when ""Mr. Right"" slips a Princess Cut diamond on her finger and swears to love her forever. Tonight may be that night as Stewart has something special planned after 15 months together! But when things don't go as planned, and romance crashes down around her, it launches her on a quest, aided by her father, to understand what it means to truly love another person. Will Grace finally discover love or ruin her chances for happiness forever?"
tt3895884,Movie,7 Days in Hell,United States,2015,43 min,"comedy, sport",A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.
tt1473832,Movie,Bridget Jones's Baby,"United Kingdom, United States, France, Ireland",2016,123 min,"comedy, drama, romance, european","After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father."
tt0376479,Movie,American Pastoral,"Hong Kong, United States",2016,108 min,"crime, drama","Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family."
tt5034474,Movie,The Assignment,"United States, Canada, France",2016,95 min,"thriller, action, crime, european","Ace assassin Frank Kitchen is double crossed by gangsters and falls into the hands of rogue surgeon known as The Doctor who turns him into a woman. The hitman, now a hitwoman, sets out for revenge, aided by a nurse named Johnnie who also has secrets."
tt1472584,Movie,Max Steel,"United Kingdom, United States",2016,92 min,"action, family, animation, fantasy, scifi","The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel."
tt0116705,Movie,All the Way,United States,2016,132 min,"drama, documentation, history","Lyndon B. Johnson's amazing 11-month journey from taking office after JFK's assassination, through the fight to pass the 1964 Civil Rights Act and his own presidential campaign, culminating on the night LBJ is actually elected to the office – no longer the 'accidental President.'"
tt5973626,Movie,Batman: Return of the Caped Crusaders,United States,2016,78 min,"scifi, comedy, crime, animation, action","Adam West and Burt Ward returns to their iconic roles of Batman and Robin. The film sees the superheroes going up against classic villains like The Joker, The Riddler, The Penguin and Catwoman, both in Gotham City… and in space."
tt2262161,Movie,Sunset Song,"Luxembourg, United Kingdom",2015,135 min,"drama, european",The daughter of a Scottish farmer comes of age in the early 1900s.
tt4324274,Movie,Batman vs. Robin,United States,2015,72 min,scifi,"Damian Wayne is having a hard time coping with his father's ""no killing"" rule. Meanwhile, Gotham is going through hell with threats such as the insane Dollmaker, and the secretive Court of Owls."
tt5329376,Movie,Beware the Slenderman,United States,2016,117 min,"crime, documentation",In this horrifyingly modern fairytale lurks an online Boogeyman and two 12-year-old girls who would kill for him. The entrance to the internet quickly leads to its darkest basement. How responsible are our children for what they find there?
tt1772288,Movie,Danny Collins,United States,2015,107 min,"drama, comedy, music",An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.
tt3233418,Movie,Spare Parts,United States,2015,115 min,"drama, history","With the help of their high school's newest teacher, four Hispanic students form a robotics club. Although they have no experience, the youths set their sights on a national robotics contest. With $800 and parts scavenged from old cars, they build a robot and compete against reigning champion MIT. Along the way, the students learn not only how to build a robot but something far more important: how to forge bonds that will last a lifetime."
tt4717798,Movie,Scooby-Doo! and Kiss: Rock and Roll Mystery,United States,2015,79 min,comedy,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at Kiss World – the all-things-Kiss theme park, as they investigate a series of strange hauntings. With help from Kiss, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and Kiss's power of rock save the day?!"
tt4324302,Movie,Justice League: Gods and Monsters,United States,2015,76 min,fantasy,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing."
tt2831414,Movie,Everything Is Copy,United States,2015,89 min,documentation,"A candid portrait of writer/director Nora Ephron, directed by her son, journalist Jacob Bernstein."
tt5136700,Movie,Kareem: Minority of One,United States,2015,89 min,documentation,"This documentary charts the complexity and genius of the NBA's all-time leading scorer Kareem Abdul-Jabbar's legendary career, both on and off the court. Spotlighting a six-time MVP and six-time world champion, the film examines his controversial and landmark moments, his outspoken feelings about race and politics, and the evolution of the game."
tt6848624,Movie,Never-Ending Man: Hayao Miyazaki,Japan,2016,70 min,documentation,A look at legendary Japanese animator Hayao Miyazaki following his retirement in 2013.
tt4920274,Movie,Regular Show: The Movie,United States,2015,70 min,"comedy, animation, action, family, fantasy, scifi","To save the universe, and their friendship, Mordecai and Rigby must defeat an evil volleyball coach."
tt4126438,Movie,The Ones Below,United Kingdom,2016,87 min,"thriller, drama","A young affluent couple expecting their first child hits it off with the new couple that moves in downstairs, until a dinner party between them ends in a shocking accident."
tt4870838,Movie,Batman: Bad Blood,United States,2016,72 min,"action, animation, scifi","Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead and a new player, Batwoman, investigates Batman's disappearance."
tt3591436,Movie,Night Owls,Spain,2015,92 min,"romance, horror, drama, comedy","After workaholic Kevin has a drunken one night stand with the beautiful train-wreck Madeline, he's horrified to discover that she's actually his boss' jilted ex-mistress. When she takes a bottle of sleeping pills, Kevin is forced to keep her awake... and over the course of the night the two begin to fall for each other."
tt4210080,Movie,The Confirmation,Canada,2016,101 min,"comedy, drama, family",A divorced father reconnects with his son when they track down a stolen toolbox over the course of a weekend.
tt4210080,Movie,Confirmation,United States,2016,110 min,"drama, history","Judge Clarence Thomas' nomination to the United States' Supreme Court is called into question when former colleague, Anita Hill, testifies that he had sexually harassed her."
tt4191702,Movie,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"Israel, United States",2016,117 min,"thriller, drama, comedy",A financial schemer finds himself in the middle of an international scandal after he becomes a political adviser to the new Prime Minister of Israel.
tt4552118,Movie,Looking: The Movie,United States,2016,85 min,"comedy, drama, romance","Patrick returns to San Francisco for the first time in almost a year to celebrate a momentous event with his old friends. In the process, he must face the unresolved relationships he left behind and make difficult choices about what’s important to him."
tt7455360,Movie,Every Brilliant Thing,United States,2016,60 min,documentation,"A filmed version of Jonny Donahoe’s acclaimed one-man show about depression, suicide and the lengths to which people go for those they love. Poignant and humorous, it follows a young boy who attempts to ease his mother’s depression by starting an enormous running list of everything worth living for."
tt4920096,Movie,Tig Notaro: Boyish Girl Interrupted,United States,2015,53 min,comedy,"Known for her distinctive storytelling and offbeat sense of humor, Tig Notaro often draws on her highly personal experiences with no-holds-barred honesty. Over the course of her one-hour show, Notaro tells stories about a number of subjects, including: the search for the perfect Santa Claus; her favorite laugh noises; bringing her fiancée to meet her Mississippi family; TSA screening; flying in small planes; unusual public signs; and more."
tt5275838,Movie,Mapplethorpe: Look at the Pictures,"Germany, United States",2016,105 min,"documentation, european","Nude men in rubber suits, close-ups of erections, objects shoved in the most intimate of places—these are photographs taken by Robert Mapplethorpe, known by many as the most controversial photographer of the twentieth century. Openly gay, Mapplethorpe took images of male sex, nudity, and fetish to extremes that resulted in his work still being labelled by some as pornography masquerading as art. But less talked about are the more serene, yet striking portraits of flowers, sculptures, and perfectly framed human forms that are equally pioneering and powerful."
tt4000956,Movie,Brother Nature,United States,2016,97 min,"comedy, horror","Roger, a straight-laced politician has big plans to propose to his dream girl at her family's lake house. But everything goes awry when he meets his potential brother-in-law Todd: a full-time camp counselor with a heart of gold and a wild sense of fun, pining to be Roger's best friend, and ultimately catapulting him into a series of unfortunate events. As Roger tries to take a stand amidst outrageous fishing excursions, propulsive water jetpacks and American history-themed musicals, he realizes that being a part of a new family may be more difficult than he'd thought."
tt0060176,Movie,Blow Up of Blow-Up,,2016,52 min,"documentation, european",Documentary about Michelangelo Antonioni's 1966 film.
tt0393956,Movie,Viva,"Cuba, Ireland",2015,100 min,"drama, european","Jesús, a young hairdresser, works at a Havana nightclub for drag performers, and dreams of being a performer himself. Encouraged by his mentor, Mama, Jesús finally gets his chance to take the stage. But when Angel, his estranged father, abruptly reenters his life, his world is quickly turned upside down. The macho Angel, recently released from a 15-year stint in prison, tries to squelch his son’s ambition to perform in drag. Father and son clash over their opposing expectations of each other, struggling to understand one another and reconcile as a family. Shot in a gritty neighbourhood far from the Havana most tourists know, Viva is a heartrending story of music, performance and survival."
tt4909348,Movie,Amy Schumer: Live at the Apollo,United States,2015,61 min,"comedy, documentation","With her unique blend of honesty and unapologetic humor, Amy Schumer is one of the funniest, freshest faces in the industry today. This October, Schumer's provocative and hilariously wicked mind will be on full display as she headlines her first HBO stand-up comedy special: 'Amy Schumer: Live at the Apollo.' Directed by Chris Rock, the one-hour special features the comedian talking about her life and was taped before a live audience at New York’s iconic Apollo Theater."
tt4621016,Movie,Ingrid Bergman: In Her Own Words,"Germany, Denmark, Sweden",2015,114 min,"documentation, european",A personal portrait of mythical and controversial actress Ingrid Bergman based on her many home movies and diaries.
tt3704352,Movie,Bessie,United States,2015,107 min,"drama, music","The story of legendary blues performer, Bessie Smith, who rose to fame during the 1920s and '30s."
tt5091548,Movie,Justice League vs. Teen Titans,United States,2016,78 min,scifi,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.
tt5548284,Movie,Lego Scooby-Doo!: Haunted Hollywood,United States,2016,75 min,comedy,"The gang find themselves in a tinsel-town twist! While on a VIP tour of the legendary Brickton Studios, Scooby and friends get a first-hand experience of the rumored hauntings when classic movie monsters drop in for a creepy casting call."
tt2126235,Movie,Collide,"United Kingdom, United States, Germany",2016,98 min,"thriller, documentation, crime, action","An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Cologne’s autobahns."
tt3878542,Movie,Justice League: Throne of Atlantis,United States,2015,72 min,"animation, scifi, action","After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction."
tt4861558,Movie,Ferrell Takes the Field,United States,2015,49 min,"comedy, documentation, sport","A documentary that follows Will Ferrell as he takes the field in five Major League Baseball training games, playing all nine positions for ten different teams in a single day."
tt5369246,Movie,Whitney Cummings: I'm Your Girlfriend,United States,2016,70 min,comedy,The comedian and actor dishes up an hour of audacious adult humor taped in front of a live audience at The Broad Stage in Santa Monica.
tt5275872,Movie,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,United States,2016,108 min,documentation,"Born into one of the wealthiest and best-known families in American history, Gloria Vanderbilt has lived in the public eye for more than 90 years, unapologetically pursuing love, family and career, while experiencing extreme tragedy and tremendous success side by side. This documentary features a series of candid conversations as Vanderbilt and her youngest son, Anderson Cooper, look back at her remarkable life."
tt0117496,Movie,Robinson Crusoe,"Belgium, France",2016,91 min,"comedy, animation, family, european","On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise. However, Tuesday can't stop dreaming about discovering the world. After a violent storm, Tuesday and his friends wake up to find a strange creature on the beach: Robinson Crusoe. Tuesday immediately views Crusoe as his ticket off the island to explore new lands. Likewise, Crusoe soon realizes that the key to surviving on the island is through the help of Tuesday and the other animals. It isn't always easy at first, as the animals don't speak ""human."" Slowly but surely, they all start living together in harmony, until one day, when their comfortable life is overturned by two savage cats, who wish to take control of the island. A battle ensues between the cats and the group of friends but Crusoe and the animals soon discover the true power of friendship up against all odds (even savage cats)."
tt4280818,Movie,Mel Brooks: Live at the Geffen,United States,2015,58 min,"comedy, documentation, music","Mel Brooks is one of the funniest voices in American comedy. Now, the entertainment legend dons a tux and takes the stage for a memorable one-man show filled with jokes, songs and hilarious anecdotes."
tt6523668,Movie,Pete Holmes: Faces and Sounds,United States,2016,57 min,comedy,"Over the course of his silly, high-energy performance, Holmes shares his thoughts on such disparate topics as: the keys to happiness; the illogicality of nightmares; being an ""easy laugh""; what to wear on a flight; bizarre quirks of language; filling one's ""joy quota""; how the British deal with awkward situations; the ridiculousness of porn; and more."
tt4503900,Movie,Thought Crimes,United States,2015,81 min,"documentation, crime","Dubbed “The Cannibal Cop,” former NYPD officer Gilberto Valle was charged with conspiring to kidnap and eat women but argued it was all a fantasy. His story made headlines both for its disturbing details and its potential to kick off a trend of thought-policing across the nation. Featuring intimate interviews with Valle and insights from experts, Thought Crimes explores if someone can be found guilty for their most dangerous thoughts."
tt4224328,Movie,Mavis!,United States,2015,80 min,"documentation, music","A look at the life and music of legendary singer and civil rights activist, Mavis Staples."
tt5591746,Movie,Abortion: Stories Women Tell,United States,2016,92 min,documentation,"A thought-provoking look at the subject of abortion today, told through the stories of women struggling with unplanned pregnancies, abortion providers and clinic staff and activists on both sides of this contentious debate."
tt6233688,Movie,Alpha and Omega: The Big Fureeze,United States,2016,44 min,"animation, family","Kate and Humphrey head out into the woods to look for food to stock up on for winter, and they leave their three pups with their parents. But the pups and the rest of the pack must venture out in search of them after the duo get caught in a blizzard."
tt8470648,Movie,3 Days of Terror: The Charlie Hebdo Attacks,France,2016,59 min,documentation,"In November 2015, when gunmen attacked Paris, France declared war on the Islamic State. But that war - and France's 'year of terror' - began a year ago with the attack on satirical magazine Charlie Hebdo.  With unprecedented access to the French authorities and previously unseen footage, five-time Bafta-winning director Dan Reed reveals the untold story of the massacre and of the first Islamic State strike in Paris at a kosher grocery store.  Key witnesses, police officers and survivors - many speaking for the first time - piece together the dramatic attacks and the unprecedented manhunt that gripped the world for three extraordinary and terrifying days."
tt4215766,Movie,Scooby-Doo! Moon Monster Madness,United States,2015,80 min,comedy,"It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!"
tt1520211,Movie,The Walk,,2015,89 min,"crime, thriller","Five women murdered over five years, and now the responsibility lies to a support officer (Elizabeth) to discover where their bodies are buried. However, her own past haunts her during the investigation through the disappearance of her failed abduction case years before of nine-year-old Sarah."
tt5896146,Movie,Batman Unlimited: Mechs vs. Mutants,United States,2016,72 min,scifi,"Mr. Freeze turns Killer Croc and Bane into super-sized monsters, and they bash their way through downtown Gotham until the Caped Crusader and his team of heroes join the fight in their giant robot mechs."
tt5612702,Movie,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,United States,2016,78 min,comedy,"The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City."
tt4729754,Movie,Batman Unlimited: Monster Mayhem,United States,2015,81 min,"animation, action","The Joker is aided in his Halloween quest to render modern technology useless and take over Gotham City by Solomon Grundy, Silver Banshee, Clayface and Scarecrow."
tt6138034,Movie,The Origami Code,France,2015,51 min,,"Everything that develops and changes in nature is folded: mountains, blossoms, the brain…Life is an unending series of folding and unfolding. Researchers in robotics, medicine, nanotechnologies, are embracing this “origami philosophy”, trying to understand and duplicate nature’s folding principles."
tt4938416,Movie,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,United States,2015,77 min,comedy,"Crime is on the run as the newly formed Justice League keeps Metropolis safe and this makes evil genius Lex Luthor very unhappy. Together with Black Manta, Sinestro and a gang of ruthless recruits, Lex builds his own league and declares them the Legion of Doom. With this super powered team of terror and a plan to attack the top-secret government site, Area 52, can Lex finally be on the verge of victory? Sound the alarm and get ready for the bricks to fly when Superman, Batman, Wonder Woman and the rest of the Justice League face off against the world's greatest Super-Villains! It's the next all-new original movie from LEGO® and DC Comics."
tt4437640,Movie,Batman Unlimited: Animal Instincts,United States,2015,78 min,"animation, action","Gotham City is under siege by a series of bizarre crimes and only the world's greatest detective, Batman, can unravel the mystery! The trail leads to none other than the Penguin and his Animilitia, an animal-inspired squad of villains including Silverback, Cheetah, Killer Croc and the monstrous Man-Bat."
tt3696180,Movie,Forgiven,China,2016,79 min,"thriller, drama, family","When Lieutenant Morgan (Kevin Sorbo) and his armed force arrive on the scene of a church hostage situation, James (Casey Fuller) weighs his options for an escape while Elizabeth (Jenn Gotzon) makes it her mission to save his life."
tt3884528,Movie,Batkid Begins,United States,2015,87 min,"documentation, family","On November 15, 2013, the world came together to grant one 5-year-old leukemia patient his wish to be Batman for a day. ""Batkid Begins"" looks at why and how this phenomenon took place, becoming one of the biggest ""good news"" stories of all time."
tt5836262,Movie,DC Super Hero Girls: Hero of the Year,United States,2016,72 min,"action, animation, family","Wonder Woman, Supergirl, Batgirl, Harley Quinn, Bumblebee, Poison Ivy and Katana band together to navigate the twists and turns of high school in DC Super Hero Girls: Hero of the Year."
tt4189260,Movie,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,United States,2015,49 min,comedy,"Superman’s clone, Bizarro, has become an embarrassing problem. Chaos and destruction follow Bizarro everywhere as he always hears the opposite of what is said, says the opposite of what he means and does the opposite of what is right. And when the citizens of Metropolis keep confusing Bizarro with Superman, the Man of Steel decides it’s time to find a new home for him…on another planet! It’s up to the Justice League to come to terms with their backward counterparts and team up with them to stop Darkseid and save the galaxy!"
tt5251438,Movie,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,United States,2016,78 min,"animation, action","Earth, a shiny jewel floating in the blackness of space... and for the robot known as Brainiac, the last piece to capture for his collection of planets. Not if the Justice League has anything to say about it!"
tt4161074,Movie,Presenting Princess Shaw,"United States, Israel",2016,83 min,"documentation, music","Through You Princess will follow Samantha, Kutiman, and some of the musicians around the world who are not aware of Kutiman creating his new music out of their musical web clips. Everyone is from another background, culture, and country, but all share now a mutual musical vision."
tt6047906,Movie,Marathon: The Patriots Day Bombing,United States,2016,108 min,documentation,"Recounts the dramatic story of the April 2013 terrorist attack at the Boston Marathon through the experiences of individuals whose lives were affected. Ranging from the events of the day to the death-penalty sentencing of Dzhokhar Tsarnaev, the film features surveillance footage, news clips, home movies and exclusive interviews with survivors and their families, as well as first responders, investigators, government officials and reporters from the Boston Globe, which won a Pulitzer Prize for its coverage of the bombing. In the wake of terrorism, a newlywed couple, a mother and daughter, and two brothers - all gravely injured by the blast - face the challenges of physical and emotional recovery as they and their families strive to reclaim their lives and communities."
tt5784340,Movie,The Trans List,United States,2016,57 min,documentation,A documentary that explores the range of experiences lived by transgender Americans.
tt5045592,Movie,The Leisure Class,United States,2015,81 min,comedy,A man attempts to marry into a wealthy family.
tt4126312,Movie,"3 ½ Minutes, 10 Bullets",United States,2015,98 min,"thriller, documentation, crime","Black Friday, the day after Thanksgiving November 2012, four boys in a red SUV pull into a gas station after spending time at the mall buying sneakers and talking to girls. With music blaring, one boy exits the car and enters the store, a quick stop for a soda and a pack of gum. A man and a woman pull up next to the boys in the station, making a stop for a bottle of wine. The woman enters the store and an argument breaks out when the driver of the second car asks the boys to turn the music down. 3½ minutes and ten bullets later, one of the boys is dead. 3½ MINUTES dissects the aftermath of this fatal encounter."
tt17491088,Movie,The Diplomat,United States,2015,104 min,"documentation, european","The life and legacy of Richard Holbrooke, whose singular career spans fifty years of American foreign policy, is told in this documentary from Holbrooke's eldest son David."
tt5278466,Movie,Jim: The James Foley Story,United States,2016,111 min,"documentation, war, drama, european","In August, 2014, a video of the public execution of American photojournalist James Foley rippled across the globe. Foley wore an orange jumpsuit as he knelt beside an ISIS militant dressed in black. That image challenged the world to deal with a new face of terror. And it tested one American family.  Seen through the lens of filmmaker Brian Oakes, Foley’s close childhood friend, Jim takes us from small-town New England to the adrenaline-fueled front lines of Libya and Syria, where Foley pushed the limits of danger to report on the plight of civilians impacted by war."
tt5278964,Movie,Becoming Mike Nichols,United States,2016,72 min,documentation,"This intimate portrait of director, producer, and improvisational comedy icon Mike Nichols shows his final and historic interviews filmed just months before his death. Director Douglas McGrath documents Nichols’s early life, as he opens up to his friend, director Jack O’Brien, about the storied beginnings of his career."
tt1742023,Movie,Americano,"Mexico, United States",2016,97 min,"family, animation, action, comedy","Cuco, a mexican parrot, goes on an adventure from Mexico to Hollywood in order to get help from El Americano, a famous superhero from TV, against an evil band of birds trying to take control of his family’s beloved circus."
tt5617554,Movie,Class Divide,United States,2016,74 min,documentation,"A look at NYC’s gentrification and growing inequality in a microcosm, Class Divide explores two distinct worlds that share the same Chelsea intersection – 10th Avenue and 26th Street. On one side of the avenue, the Chelsea-Elliot Houses have provided low-income public housing to residents for decades. Their neighbor across the avenue since 2012 is Avenues: The World School, a costly private school. What happens when kids from both of these worlds attempt to cross the divide?"
tt12324366,Movie,Jackson,United States,2016,92 min,"documentation, thriller, horror","With a single abortion clinic remaining in the state of Mississippi, the city of Jackson has become ground zero in the nation's battle over reproductive health-care. Jackson is an intimate portrait of the interwoven lives of three women in this town. Wrought with the racial and religious undertones of the Deep South, the lives of two women are deeply affected by the director of the local pro-life crisis pregnancy center and the movement she represents."
tt4196868,Movie,Scooby-Doo! and WWE: Curse of the Speed Demon,United States,2016,72 min,animation,"When Scooby and Mystery Inc. visit an off-road racing competition, it's not long before strange events start to occur. A mysterious phantom racer, known only as Inferno, is causing chaos and is determined to sabotage the race. It's up to Scooby-Doo, Shaggy and their new driving partner, The Undertaker, to save the race and solve the mystery."
tt7606762,Movie,Mike Nichols: An American Master,United States,2016,56 min,documentation,"With charm and wit, Nichols discusses his life and 50-year career as a performer and director."
tt22740828,Movie,Suited,United States,2016,78 min,documentation,"Going deeper than fine fabrics and silk linings, Suited takes a modern, evolved look at gender through the conduit of clothing and elucidates the private and emotional experience surrounding it. With heart and optimism, the film documents a cultural shift that is creating a new demand—and response—for each person’s right to go out into the world with confidence."
tt3228088,Movie,Spark: A Space Tail,"Canada, Korea, Republic of",2016,97 min,"scifi, animation, action, comedy, family, fantasy","Spark, a teenage monkey and his friends, Chunk and Vix, are on a mission to regain Planet Bana - a kingdom overtaken by the evil overlord Zhong."
tt4322280,Movie,"It's Me, Hilary: The Man Who Drew Eloise",United States,2015,36 min,documentation,"This portrait of Hilary Knight, the artist behind the iconic Eloise books, sees him reflecting on his life as an illustrator and his relationship to his most successful work."
tt6357342,Movie,Risky Drinking,United States,2016,82 min,documentation,"Are you a risky drinker? Nearly 70% of American adults drink alcohol and nearly 1/3 of them engage in problem drinking at some point in their lives. Produced with The National Institute of Alcohol Abuse and Alcoholism (NIAAA), Risky Drinking is a no-holds-barred look at a national epidemic through the intimate stories of four people whose drinking dramatically affects their relationships."
tt3122764,Movie,Southern Rites,United States,2015,90 min,documentation,"Southern Rites visits Montgomery County, Ga., one year after the town merged its racially segregated proms, and during a historic election campaign that may lead to its first African-American sheriff. Acclaimed photographer Gillian Laub, whose photos first brought the area unwanted notoriety, documents the repercussions when a white town resident is charged with the murder of a young black man. The case divides locals along well-worn racial lines, and the ensuing plea bargain and sentencing uncover complex truths and produce emotional revelations."
tt5060770,Movie,Toe Tag Parole: To Live and Die on Yard A,United States,2015,80 min,documentation,"In 2000, a California State Prison inmate serving Life Without Parole (LWOP) approached the warden to request a dedicated yard for men serving life sentences that would break the code of violence dominating prison life. The California Department of Corrections and Rehabilitation (CDCR) subsequently transformed Yard A at California State Prison into The Progressive Programming Facility, which inmates call The Honor Yard. The only one of its kind in the United States, this experimental prison yard is free of violence, racial tensions, gang activity and illegal drug and alcohol use."
tt5144072,Movie,A Girl in the River: The Price of Forgiveness,"United States, Pakistan",2015,40 min,documentation,A woman in Pakistan sentenced to death for falling in love becomes a rare survivor of the country's harsh judicial system.
tt5715756,Movie,"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",United States,2016,39 min,documentation,"Puentes de Salud is a volunteer-run clinic that provides free medical care to undocumented immigrants in south Philadelphia. Here, doctors and nurses work for free to serve people who would otherwise fall through the cracks. Clinica de Migrantes, a potent film by Maxim Pozdorovkin, follows the workers and patients of Puentes through months of routine care and growth. Along the way, the film puts a face to the millions of people who exist on the margins of society: people displaced from their homelands, separated from their families, unfamiliar with the customs, unable to obtain health insurance and terrified to come forward to seek medical help. Along with revealing these patient stories, Clinica is also a look at the heroic doctors and nurses who work pro bono to ensure these people receive care, offering a deeply moving look at the limitless potential of humanity."
tt0251127,Movie,How to Dance in Ohio,United States,2015,88 min,"documentation, drama","In Columbus, Ohio, a group of autistic teenagers and young adults role-play this transition by going through the deceptively complex social interactions of preparing for a spring formal. Focusing on several young women as they go through an iconic American rite of passage, we are given intimate access to people who are often unable to share their experiences with others. With humor and heartbreak, How to Dance in Ohio shows the daily courage of people facing their fears and opening themselves to the pain, worry, and joy of the social world."
tt2439190,Movie,A Mouse Tale,Argentina,2015,92 min,"animation, family","In order to save their kingdom from evil rodents, Sebastian (Drake Bell) and Samantha (Miranda Cosgrove) are sent on a quest by the King of Rodencia (Jon Lovitz) to obtain a legendary magical crystal which has the power to defeat the rodents. With the help of two trustworthy knights, they must venture deep into the forest and enter the forbidden world of giants in order to accomplish their mission and restore order to the kingdom."
tt5331776,Movie,"Heroin: Cape Cod, USA",United States,2015,75 min,documentation,"An unvarnished look at the heroin epidemic sweeping America's small towns and communities, focusing on on eight young addicts in idyllic Cape Cod, Mass."
tt5113136,Movie,Brillo Box (3¢ off),United States,2016,40 min,"documentation, family","Follow a beloved Andy Warhol Brillo Box sculpture as it makes its way from a family's living room to a record-breaking Christie's auction, blending personal narrative with pop culture, and exploring how we navigate the ephemeral nature of art and value."
tt4374814,Movie,Rosie O'Donnell: A Heartfelt Stand Up,United States,2015,56 min,comedy,Rosie O'Donnell speaks straight from--and to--the heart in this stand-up special that delivers hilarious anecdotes about her family and details about the heart attack that changed her life. Other topics include: the headaches and joys of raising five children; her continued infatuation with Barbra Streisand; her second chance at romance; and everything in between.
tt6958954,Movie,Viruses: Destruction And Creation,,2016,20 min,documentation,"What is a virus?  How does it affect humans and how does it spread?  Doctors, virologists and scientists examine the spread of the Zika virus, what effect this growing epidemic may have on large populations, and possible next steps to stop the illness."
tt9894470,Movie,Foreign Wars,"Colombia, United States",2016,71 min,documentation,"From the land of narco-violence to the land of displaced persons. The documentary Guerras Ajenas ('Wars of Others') explores the consequences of the war on drugs in Colombia, and one of its main tools: aerial spraying."
tt5074414,Movie,San Francisco 2.0,United States,2015,39 min,documentation,"San Francisco has long enjoyed a reputation as the counterculture capital of America, attracting bohemians, mavericks, progressives and activists. With the onset of the digital gold rush, young members of the tech elite are flocking to the West Coast to make their fortunes, and this new wealth is forcing San Francisco to reinvent itself. But as tech innovations lead America into the golden age of digital supremacy, is it changing the heart and soul of their adopted city?"
tt0021331,Movie,The Poet of Havana,"Canada, Cuba",2015,100 min,"music, documentation","Enter the world of internationally renown Cuban musician Carlos Varela...singer, song-writer, lyricist, one of the most influential and well-loved artists of his time as he celebrates his 30th anniversary in poignant performances. Discover his cultural, political and social significance. How he was influenced by his country, politics and people, and how he has influenced them in return. His struggle for individual freedoms, and his efforts to build bridges between Cuba, the United States, disenfranchised Cubans, and the people of the world. Shot in Havana, with unique access, exclusive interviews, stunning concert and insider back-stage moments. Varela is joined by international stars, his friends, Jackson Browne, Benicio del Toro, Ivan Lins, Luis Enrique, Juan and Samuel Formel, Diana Fuentes, X Alfonso, Alexander Abreu and more."
